State,County FIPS,County Name, Solar , Wind , Hydroelectric , Low-Impact Hydroelectric , Natural Gas , Coal , Oil & Other FF , Other , Traditional TDS , Storage , Smart Grid , Micro Grid , Other Grid Mod , Coal .1, Petroleum , Natural Gas .1, Woody Biomass , Corn Ethanol , Other Clean Fuels , Other .1, ENERGY STAR & Efficient Lighting , Traditional HVAC , High Efficiency HVAC & Renewable H&C , Advanced Materials & Insulation ,Other, MV ,state_id,state_abbr,county_state_name,county_id,county_name,latitude,longitude,population,population_cohort,employment,employment_cohort,doe_climate_zone,cohort,residential_electricity_consumption,residential_electricity_expenditures,residential_electricity_utility_customers,residential_gas_consumption,residential_gas_expenditures,residential_gas_utility_customers,occuped_housing_units,commercial_electricity_consumption,commercial_electricity_expenditures,commercial_electricity_utility_customers,commercial_gas_consumption,commercial_gas_expenditures,commercial_gas_utility_customers,road_gas_consumption,road_diesel_consumption,road_miles_traveled,industry_electricity_consumption,industry_electricity_expenditures,industry_gas_consumption,residential_electricity_ghg,residential_gas_ghg,commercial_electricity_ghg,commercial_gas_ghg,industry_electricity_ghg,industry_gas_ghg,road_gas_ghg,road_diesel_ghg,egrid_primary_subregion,CO2 equivalent total output emission rate (mton/MWh),CO2 equivalent total output emission rate (mton/Mcf),CO2 equivalent total output emission rate (mton/gallon),CO2 equivalent total output emission rate (mton/gallon).1
VT,50005,Caledonia County,17,8,1,1,6,1,6,7,59,5,5,13,1,3,5,9,152,2,6,1,46,55,100,56,52,134,50.0,VT,"Caledonia County, VT",50005.0,Caledonia County,44.468791,-72.112168,30859.0,6.0,17336.0,5.0,6.0,60605.0,80042.0,13918.0,15211.0,21209.0,300.0,167.0,12098.0,61657.0,9036.0,2704.0,0.0,0.0,0.0,13490962.0,3529701.0,347663417.0,217999.0,22312.0,974228.0,20467.0,1166.0,15765.0,0.0,55742.0,53564.0,145642.0,44669.0,NEWE,0.255697521,0.054980794,0.01079549,0.012655217
VT,50007,Chittenden County,601,232,6,8,88,8,12,48,320,364,21,166,18,3,156,23,3,2,150,46,791,948,1379,570,789,1013,50.0,VT,"Chittenden County, VT",50007.0,Chittenden County,44.463329,-73.06941,160510.0,10.0,181272.0,10.0,6.0,61010.0,393157.0,67603.0,63887.0,2925926.0,41396.0,39223.0,64012.0,642240.0,92461.0,11905.0,5824709.0,38600.0,5039.0,58296663.0,13752110.0,1490223151.0,688698.0,70489.0,433571.0,100529.0,160870.0,164219.0,320247.0,176098.0,23838.0,629341.0,174036.0,NEWE,0.255697521,0.054980794,0.01079549,0.012655217
VT,50009,Essex County,61,9,5,9,3,2,3,1,4,4,4,8,6,9,6,1,23,1,15,7,4,3,4,4,7,5,50.0,VT,"Essex County, VT",50009.0,Essex County,44.724021,-71.732736,6173.0,2.0,898.0,1.0,6.0,60201.0,17339.0,3162.0,4791.0,5421.0,77.0,28.0,2691.0,7286.0,1129.0,445.0,0.0,0.0,0.0,26604507.0,7155714.0,671693151.0,7804.0,799.0,2421.0,4434.0,298.0,1863.0,0.0,1995.0,133.0,287209.0,90557.0,NEWE,0.255697521,0.054980794,0.01079549,0.012655217
VT,50011,Franklin County,7,4,47,7,1,1,1,7,19,6,5,10,4,5,10,2,22,1,14,5,43,56,69,45,36,203,50.0,VT,"Franklin County, VT",50011.0,Franklin County,44.858964,-72.909402,48625.0,7.0,25420.0,6.0,6.0,60706.0,131675.0,23400.0,20783.0,573317.0,8111.0,5011.0,18472.0,93969.0,13764.0,3460.0,426599.0,2827.0,721.0,16253178.0,4008845.0,418290193.0,84861.0,8686.0,178761.0,33669.0,31521.0,24028.0,23455.0,21699.0,9828.0,175461.0,50733.0,NEWE,0.255697521,0.054980794,0.01079549,0.012655217
VT,50013,Grand Isle County,7,5,3,6,4,9,2,2,6,8,8,6,3,2,8,3,4,2,1,1,4,11,16,8,6,26,50.0,VT,"Grand Isle County, VT",50013.0,Grand Isle County,44.801787,-73.300759,6945.0,2.0,1304.0,1.0,6.0,60201.0,21835.0,3825.0,4841.0,25298.0,358.0,53.0,2905.0,10944.0,1584.0,563.0,0.0,0.0,0.0,2983503.0,635799.0,73973566.0,3964.0,406.0,2115.0,5583.0,1391.0,2798.0,0.0,1014.0,116.0,32208.0,8046.0,NEWE,0.255697521,0.054980794,0.01079549,0.012655217
VT,50015,Lamoille County,13,5,4,9,2,6,6,30,75,7,2,6,8,3,10,9,24,9,35,4,58,83,111,61,56,91,50.0,VT,"Lamoille County, VT",50015.0,Lamoille County,44.603704,-72.638922,25136.0,5.0,22557.0,5.0,6.0,60505.0,63870.0,11816.0,12522.0,14729.0,208.0,225.0,10342.0,65351.0,10054.0,2541.0,0.0,0.0,0.0,10234192.0,2230774.0,257913191.0,13056.0,1336.0,7714.0,16331.0,810.0,16710.0,0.0,3338.0,424.0,110483.0,28231.0,NEWE,0.255697521,0.054980794,0.01079549,0.012655217
VT,50017,Orange County,38,1,1,4,3,5,7,8,112,8,8,38,7,9,12,1,106,8,31,4,124,55,81,61,43,87,50.0,VT,"Orange County, VT",50017.0,Orange County,44.003392,-72.369687,28897.0,6.0,12668.0,4.0,6.0,60604.0,83906.0,14565.0,14250.0,20934.0,296.0,194.0,12306.0,58978.0,8473.0,2291.0,0.0,0.0,0.0,13892494.0,3931088.0,359764783.0,17674.0,1809.0,7969.0,21455.0,1151.0,15081.0,0.0,4519.0,438.0,149976.0,49749.0,NEWE,0.255697521,0.054980794,0.01079549,0.012655217
VT,50019,Orleans County,1,7,5,9,6,1,8,3,21,1,9,15,1,3,13,8,88,8,8,9,58,61,86,53,41,165,50.0,VT,"Orleans County, VT",50019.0,Orleans County,44.828442,-72.25163,27076.0,6.0,16622.0,4.0,6.0,60604.0,69309.0,13298.0,15809.0,19568.0,277.0,129.0,11360.0,70596.0,11265.0,2493.0,0.0,0.0,0.0,9768987.0,2413568.0,247201288.0,22069.0,2259.0,10319.0,17722.0,1076.0,18051.0,0.0,5643.0,567.0,105461.0,30544.0,NEWE,0.255697521,0.054980794,0.01079549,0.012655217
VT,50021,Rutland County,66,12,4,5,4,7,9,6,372,42,4,22,2,5,23,6,66,9,30,22,140,175,235,121,118,340,50.0,VT,"Rutland County, VT",50021.0,Rutland County,43.580858,-73.038202,60133.0,8.0,47930.0,7.0,6.0,60807.0,173909.0,30020.0,32019.0,34492.0,488.0,493.0,25317.0,212565.0,30506.0,5934.0,0.0,0.0,0.0,21557291.0,4596766.0,532100264.0,49196.0,5035.0,98243.0,44468.0,1896.0,54352.0,0.0,12579.0,5401.0,232722.0,58173.0,NEWE,0.255697521,0.054980794,0.01079549,0.012655217
VT,50023,Washington County,775,22,15,1,20,6,5,8,119,7,3,26,8,6,24,1,69,7,28,14,125,176,217,187,116,269,50.0,VT,"Washington County, VT",50023.0,Washington County,44.274988,-72.609514,58963.0,8.0,55316.0,7.0,6.0,60807.0,162787.0,28215.0,28519.0,39127.0,554.0,526.0,24581.0,193616.0,27804.0,5790.0,0.0,0.0,0.0,25834783.0,6332672.0,665360387.0,41663.0,4264.0,44486.0,41624.0,2151.0,49507.0,0.0,10653.0,2446.0,278899.0,80141.0,NEWE,0.255697521,0.054980794,0.01079549,0.012655217
VT,50025,Windham County,12,11,34,9,7,3,2,210,80,7,3,37,3,4,19,4,223,3,47,2,96,122,171,98,92,451,50.0,VT,"Windham County, VT",50025.0,Windham County,42.995335,-72.721955,43609.0,7.0,42207.0,7.0,6.0,60707.0,125546.0,21675.0,28344.0,24008.0,340.0,238.0,19011.0,180761.0,25940.0,4487.0,0.0,0.0,0.0,24154104.0,6122836.0,613589299.0,124743.0,12768.0,208903.0,32102.0,1320.0,46220.0,0.0,31896.0,11486.0,260755.0,77486.0,NEWE,0.255697521,0.054980794,0.01079549,0.012655217
VT,50027,Windsor County,130,17,13,5,33,3,4,5,81,10,2,30,6,2,24,1,206,3,88,4,160,169,230,133,127,233,50.0,VT,"Windsor County, VT",50027.0,Windsor County,43.572685,-72.598821,55894.0,7.0,39644.0,7.0,6.0,60707.0,162214.0,27998.0,32384.0,34532.0,489.0,639.0,24184.0,176683.0,25360.0,5639.0,0.0,0.0,0.0,35988323.0,9457665.0,918972452.0,82337.0,8427.0,48872.0,41478.0,1899.0,45177.0,0.0,21053.0,2687.0,388512.0,119689.0,NEWE,0.255697521,0.054980794,0.01079549,0.012655217
VA,51001,Accomack County,6,5,5,7,2,4,4,7,73,5,2,2,3,3,39,4,2,4,4,1,63,45,38,30,38,65,51.0,VA,"Accomack County, VA",51001.0,Accomack County,37.765944,-75.757807,33060.0,6.0,17206.0,5.0,4.0,40605.0,151521.0,17689.0,22981.0,76117.0,828.0,193.0,13819.0,112211.0,12122.0,2758.0,0.0,0.0,0.0,22305319.0,3872624.0,447571524.0,52814.0,3462.0,70765.0,52379.0,4185.0,38790.0,0.0,18257.0,3891.0,240797.0,49009.0,RFCE,0.34568836,0.054980794,0.01079549,0.012655217
VA,51003,Albemarle County,190,11,5,3,12,8,2,14,132,2,6,5,4,1,40,9,3,8,15,7,192,162,132,83,133,311,51.0,VA,"Albemarle County, VA",51003.0,Albemarle County,38.024184,-78.553506,104287.0,9.0,79550.0,8.0,4.0,40908.0,553043.0,62059.0,42632.0,453591.0,6364.0,8216.0,39431.0,681142.0,51935.0,5482.0,780222.0,6067.0,2199.0,68115892.0,21838841.0,1519488692.0,142258.0,9326.0,295509.0,313939.0,24939.0,386655.0,42897.0,80754.0,16247.0,735344.0,276375.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
VA,51005,Alleghany County,3,7,7,8,4,7,3,7,32,4,1,7,2,6,7,9,2,2,1,4,14,5,10,7,11,22,51.0,VA,"Alleghany County, VA",51005.0,Alleghany County,37.787905,-80.008669,15919.0,4.0,4377.0,1.0,4.0,40401.0,91497.0,10240.0,7802.0,107336.0,1504.0,1776.0,6845.0,90275.0,6851.0,1043.0,118080.0,909.0,210.0,11864449.0,5729689.0,282838146.0,12539.0,822.0,3013559.0,33622.0,5901.0,33173.0,6492.0,4608.0,165688.0,128083.0,72510.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51007,Amelia County,2,3,8,4,2,5,5,7,4,3,3,7,3,4,4,5,23,5,5,8,14,12,13,10,11,64,51.0,VA,"Amelia County, VA",51007.0,Amelia County,37.331927,-77.977462,12793.0,4.0,3576.0,1.0,4.0,40401.0,78316.0,8805.0,5272.0,34330.0,487.0,53.0,4540.0,39552.0,3005.0,652.0,60383.0,467.0,145.0,8487577.0,1945585.0,175683351.0,8524.0,559.0,3483.0,28779.0,1888.0,14534.0,3320.0,3132.0,192.0,91628.0,24622.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51009,Amherst County,21,3,2,5,6,6,1,4,4,4,5,5,6,2,3,2,33,1,3,9,31,25,21,21,21,105,51.0,VA,"Amherst County, VA",51009.0,Amherst County,37.62861,-79.154281,31999.0,6.0,12072.0,4.0,4.0,40604.0,188642.0,21426.0,13645.0,83961.0,1172.0,264.0,12306.0,78115.0,6779.0,1770.0,157175.0,1212.0,320.0,15399115.0,3208253.0,315971568.0,104398.0,6844.0,491193.0,107084.0,4616.0,44342.0,8642.0,59262.0,27006.0,166241.0,40601.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
VA,51011,Appomattox County,5,1,9,1,9,1,6,9,16,7,8,1,4,3,4,2,24,8,7,9,15,12,12,1,15,37,51.0,VA,"Appomattox County, VA",51011.0,Appomattox County,37.370725,-78.81094,15314.0,4.0,4887.0,1.0,4.0,40401.0,95121.0,10716.0,6872.0,35628.0,506.0,74.0,5972.0,54832.0,4235.0,562.0,66236.0,512.0,104.0,8326317.0,1656007.0,170021001.0,6599.0,433.0,2325.0,53996.0,1959.0,31126.0,3642.0,3746.0,128.0,89887.0,20957.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
VA,51013,Arlington County,981,217,47,32,125,25,16,91,361,59,44,32,32,2,296,88,6,9,14,49,809,809,507,331,580,389,51.0,VA,"Arlington County, VA",51013.0,Arlington County,38.878337,-77.100703,226092.0,11.0,264305.0,11.0,4.0,41111.0,879613.0,98391.0,107438.0,3124950.0,30545.0,50992.0,100707.0,2762926.0,209823.0,10834.0,3055546.0,21699.0,2411.0,63017705.0,20222927.0,1456593911.0,6455.0,423.0,78690.0,499319.0,171812.0,1568396.0,167996.0,3664.0,4326.0,680307.0,255926.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
VA,51015,Augusta County,8,1,5,7,1,7,5,2,89,19,1,2,1,9,30,4,6,1,7,9,146,120,106,57,108,240,51.0,VA,"Augusta County, VA",51015.0,Augusta County,38.171911,-79.147557,74330.0,8.0,41204.0,7.0,4.0,40807.0,388477.0,43496.0,30942.0,362164.0,5139.0,4953.0,28425.0,355586.0,27123.0,3548.0,422120.0,3263.0,687.0,55524736.0,25433125.0,1313921162.0,168118.0,11022.0,271462.0,142753.0,19912.0,130667.0,23208.0,61778.0,14925.0,599417.0,321862.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51017,Bath County,2,6,28,10,37,7,2,6,72,9,9,2,6,1,1,9,3,9,4,1,10,3,6,7,7,14,51.0,VA,"Bath County, VA",51017.0,Bath County,38.068368,-79.731203,4558.0,1.0,4362.0,1.0,4.0,40101.0,25205.0,2821.0,3318.0,15621.0,222.0,70.0,2104.0,40273.0,3058.0,149.0,0.0,0.0,0.0,2599407.0,605637.0,54063313.0,1354.0,89.0,257.0,9262.0,859.0,14799.0,0.0,498.0,14.0,28062.0,7664.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51019,Bedford County,7,6,4,3,3,2,6,6,64,8,5,1,8,9,11,4,54,9,1,9,92,70,64,53,69,241,51.0,VA,"Bedford County, VA",51019.0,Bedford County,37.312223,-79.527079,76933.0,8.0,23456.0,5.0,4.0,40805.0,474605.0,54687.0,34485.0,216694.0,2520.0,820.0,30821.0,144123.0,12706.0,3611.0,275617.0,2060.0,652.0,29711587.0,5944070.0,609668067.0,73195.0,4799.0,1765959.0,269413.0,11914.0,81813.0,15154.0,41550.0,97094.0,320751.0,75223.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
VA,51021,Bland County,9,4,2,6,1,2,3,2,6,4,8,2,6,7,3,4,3,6,4,2,2,3,6,5,22,12,51.0,VA,"Bland County, VA",51021.0,Bland County,37.130612,-81.125853,6612.0,2.0,2469.0,1.0,4.0,40201.0,35297.0,4007.0,3166.0,16509.0,191.0,83.0,2561.0,7106.0,639.0,150.0,0.0,0.0,0.0,7915383.0,4430140.0,194852908.0,15998.0,1049.0,17473.0,20037.0,908.0,4034.0,0.0,9081.0,961.0,85450.0,56064.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
VA,51023,Botetourt County,35,9,9,9,1,4,4,47,46,1,1,1,6,6,6,4,2,8,4,12,33,19,24,19,25,1365,51.0,VA,"Botetourt County, VA",51023.0,Botetourt County,37.565481,-79.797553,33192.0,6.0,20050.0,5.0,4.0,40605.0,189880.0,21513.0,14282.0,257630.0,2735.0,3576.0,13305.0,118838.0,10333.0,2526.0,343569.0,2524.0,456.0,25579376.0,10700116.0,585388404.0,442447.0,29007.0,616157.0,69775.0,14165.0,43669.0,18890.0,162585.0,33877.0,276142.0,135412.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51025,Brunswick County,1,5,8,3,3,8,4,27,5,9,7,3,1,1,7,3,145,8,6,4,14,1,7,3,10,24,51.0,VA,"Brunswick County, VA",51025.0,Brunswick County,36.764204,-77.861483,16573.0,4.0,4503.0,1.0,4.0,40401.0,99178.0,11168.0,7901.0,46589.0,661.0,343.0,6148.0,56686.0,4310.0,979.0,83752.0,647.0,220.0,16883160.0,6413937.0,380656979.0,10784.0,707.0,18123.0,36445.0,2562.0,20830.0,4605.0,3963.0,996.0,182262.0,81170.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51027,Buchanan County,5,1,9,6,5,8,1,7,34,7,5,9,7,1356,3,128,5,4,8,8,29,20,19,12,19,43,51.0,VA,"Buchanan County, VA",51027.0,Buchanan County,37.26812,-82.038151,23158.0,5.0,9847.0,3.0,4.0,40503.0,136351.0,15480.0,11100.0,11388.0,93.0,150.0,9124.0,62833.0,5653.0,913.0,69146.0,482.0,38.0,9493750.0,1967482.0,193005903.0,269539.0,17671.0,503589.0,73762.0,626.0,33991.0,3802.0,145813.0,27688.0,102490.0,24899.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
VA,51029,Buckingham County,7,7,7,4,5,9,5,5,44,6,5,8,1,6,3,3,50,7,3,2,14,1,10,7,5,17,51.0,VA,"Buckingham County, VA",51029.0,Buckingham County,37.573928,-78.529169,17030.0,5.0,3800.0,1.0,4.0,40501.0,96806.0,10874.0,7057.0,35865.0,509.0,139.0,5689.0,24334.0,1854.0,292.0,30597.0,236.0,62.0,7885531.0,1659729.0,161122347.0,24913.0,1633.0,151963.0,54952.0,1972.0,13813.0,1682.0,14142.0,8355.0,85128.0,21004.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
VA,51031,Campbell County,1,5,7,3,1,2,6,4,37,8,9,7,7,7,11,8,28,9,7,9,121,93,101,78,87,494,51.0,VA,"Campbell County, VA",51031.0,Campbell County,37.210151,-79.095428,55061.0,7.0,33592.0,6.0,4.0,40706.0,336328.0,37940.0,24491.0,135898.0,1903.0,917.0,22294.0,236172.0,18744.0,3340.0,358480.0,2765.0,649.0,28156345.0,5830892.0,579578498.0,644558.0,42257.0,1738555.0,123590.0,7472.0,86786.0,19710.0,236855.0,95587.0,303962.0,73791.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51033,Caroline County,8,4,9,4,1,3,4,7,111,6,8,8,6,3,2,2,17,5,8,8,21,14,13,11,13,107,51.0,VA,"Caroline County, VA",51033.0,Caroline County,38.030319,-77.352348,29640.0,6.0,7008.0,2.0,4.0,40602.0,187218.0,21315.0,11627.0,125325.0,1575.0,682.0,10965.0,165765.0,12791.0,1336.0,171055.0,1239.0,422.0,32215007.0,15023233.0,765564399.0,8362.0,548.0,4712.0,68797.0,6890.0,60914.0,9405.0,3073.0,259.0,347777.0,190122.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51035,Carroll County,1,3,24,5,37,9,9,3,33,1,1,3,2,9,7,8,97,7,9,3,21,10,17,12,17,112,51.0,VA,"Carroll County, VA",51035.0,Carroll County,36.731928,-80.727865,29733.0,6.0,9193.0,3.0,4.0,40603.0,170767.0,19388.0,16101.0,60864.0,558.0,248.0,12642.0,52589.0,4732.0,1726.0,91097.0,630.0,312.0,25978693.0,12447795.0,612793245.0,70599.0,4628.0,84272.0,96937.0,3346.0,29852.0,5009.0,40076.0,4633.0,280453.0,157530.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
VA,51036,Charles City County,4,4,9,9,9,3,3,22,1,2,1,3,8,4,7,2,11,1,9,5,14,12,10,3,11,70,51.0,VA,"Charles City County, VA",51036.0,Charles City County,37.361054,-77.05417,7086.0,2.0,2980.0,1.0,4.0,40201.0,47198.0,5279.0,3204.0,22829.0,279.0,41.0,2854.0,25583.0,1941.0,420.0,37493.0,265.0,151.0,3069788.0,628983.0,62536164.0,7544.0,495.0,5512.0,26792.0,1255.0,14522.0,2061.0,4282.0,303.0,33140.0,7960.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
VA,51037,Charlotte County,2,4,3,5,6,6,4,4,3,4,1,2,8,5,4,9,62,6,9,4,6,6,9,6,9,58,51.0,VA,"Charlotte County, VA",51037.0,Charlotte County,37.009042,-78.658568,12232.0,4.0,3424.0,1.0,4.0,40401.0,70287.0,7915.0,6099.0,20026.0,284.0,19.0,4594.0,45281.0,3443.0,690.0,64646.0,500.0,154.0,7436151.0,1405423.0,149394636.0,18783.0,1231.0,8723.0,25828.0,1101.0,16639.0,3554.0,6902.0,480.0,80277.0,17786.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51041,Chesterfield County,117,48,15,6,22,178,5,46,553,62,26,16,16,5,103,11,1,2,7,32,707,585,538,402,524,1664,51.0,VA,"Chesterfield County, VA",51041.0,Chesterfield County,37.378434,-77.585847,331839.0,12.0,228744.0,11.0,4.0,41211.0,1787478.0,200033.0,122734.0,2247613.0,31590.0,43816.0,118908.0,1976280.0,149959.0,15347.0,2423144.0,18657.0,3643.0,127194973.0,38504084.0,2815181002.0,899595.0,58977.0,4180423.0,656843.0,123576.0,726222.0,133226.0,330573.0,229843.0,1373132.0,487278.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51043,Clarke County,4,8,6,6,8,3,4,2,7,6,1,2,2,5,9,5,2,3,5,2,20,18,15,12,15,38,51.0,VA,"Clarke County, VA",51043.0,Clarke County,39.115381,-77.990836,14307.0,4.0,6008.0,2.0,4.0,40402.0,80901.0,9417.0,6094.0,77850.0,761.0,686.0,5591.0,27460.0,2832.0,1074.0,169906.0,1209.0,218.0,13753463.0,3128348.0,288883489.0,34898.0,2288.0,46774.0,29728.0,4280.0,10091.0,9342.0,12824.0,2572.0,148475.0,39590.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51045,Craig County,9,9,1,9,5,5,1,2,12,8,2,5,3,6,6,7,8,8,1,7,7,4,9,6,5,6,51.0,VA,"Craig County, VA",51045.0,Craig County,37.473603,-80.231051,5195.0,2.0,592.0,1.0,4.0,40201.0,30857.0,3513.0,2861.0,18934.0,249.0,59.0,2314.0,4938.0,445.0,172.0,0.0,0.0,0.0,2080754.0,369991.0,41724223.0,1523.0,100.0,66.0,11339.0,1041.0,1814.0,0.0,560.0,4.0,22463.0,4682.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51047,Culpeper County,4,7,4,7,9,5,3,9,85,13,2,7,4,6,10,6,1,3,1,8,65,35,45,39,45,362,51.0,VA,"Culpeper County, VA",51047.0,Culpeper County,38.48593,-77.956476,48952.0,7.0,25792.0,6.0,4.0,40706.0,255595.0,28722.0,17590.0,322107.0,4571.0,6235.0,16904.0,249052.0,19017.0,2428.0,354451.0,2740.0,540.0,23667171.0,4992229.0,494494068.0,56522.0,3706.0,99908.0,93923.0,17710.0,91519.0,19488.0,20770.0,5493.0,255499.0,63178.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51049,Cumberland County,7,5,8,5,2,8,5,7,22,5,1,4,6,1,1,4,10,9,8,1,7,6,4,5,3,18,51.0,VA,"Cumberland County, VA",51049.0,Cumberland County,37.520189,-78.252836,9769.0,3.0,1551.0,1.0,4.0,40301.0,68754.0,7748.0,4525.0,30084.0,427.0,87.0,4085.0,54787.0,4167.0,598.0,66612.0,515.0,133.0,3739390.0,772975.0,76429110.0,4493.0,295.0,1276.0,25265.0,1654.0,20132.0,3662.0,1651.0,70.0,40369.0,9782.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51051,Dickenson County,7,2,7,9,4,7,9,2,83,5,4,7,1,753,9,256,6,5,6,2,12,10,5,3,2,36,51.0,VA,"Dickenson County, VA",51051.0,Dickenson County,37.137064,-82.34923,15304.0,4.0,3669.0,1.0,4.0,40401.0,90115.0,10218.0,7291.0,7467.0,61.0,94.0,6055.0,26387.0,2375.0,561.0,30492.0,213.0,22.0,6654907.0,1183157.0,134235258.0,42412.0,2781.0,151428.0,51154.0,411.0,14979.0,1676.0,24075.0,8326.0,71843.0,14973.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
VA,51053,Dinwiddie County,1,5,4,8,6,7,4,2,38,6,7,5,8,5,9,1,10,7,5,6,25,21,20,16,20,103,51.0,VA,"Dinwiddie County, VA",51053.0,Dinwiddie County,37.073498,-77.635492,28155.0,6.0,8675.0,3.0,4.0,40603.0,170530.0,19151.0,11232.0,90202.0,1280.0,683.0,10344.0,101327.0,7696.0,1202.0,165462.0,1279.0,267.0,21053262.0,8647507.0,483294447.0,193071.0,12658.0,382281.0,62664.0,4959.0,37235.0,9097.0,70948.0,21018.0,227280.0,109436.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51057,Essex County,5,2,1,6,7,5,5,5,7,3,7,4,1,9,6,6,3,8,3,7,9,6,1,9,8,193,51.0,VA,"Essex County, VA",51057.0,Essex County,37.93948,-76.941871,11130.0,3.0,7054.0,2.0,4.0,40302.0,69296.0,7785.0,5620.0,25091.0,261.0,134.0,4447.0,74415.0,5670.0,848.0,81522.0,552.0,305.0,7100598.0,1400990.0,145302859.0,13202.0,866.0,4760.0,25464.0,1380.0,27345.0,4482.0,4852.0,262.0,76654.0,17730.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51059,Fairfax County,842,430,52,36,203,83,26,295,1490,92,33,86,87,24,1056,208,12,5,24,148,4101,4423,2827,2061,3214,3963,51.0,VA,"Fairfax County, VA",51059.0,Fairfax County,38.82952,-77.273252,1132887.0,15.0,1171971.0,15.0,4.0,41515.0,4888850.0,546937.0,398733.0,16470599.0,160992.0,227173.0,393358.0,9601610.0,728956.0,50294.0,9945978.0,70632.0,11206.0,465649233.0,153120993.0,10690377763.0,179629.0,11776.0,453079.0,1796501.0,905567.0,3528293.0,546838.0,66008.0,24911.0,5026911.0,1937779.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51061,Fauquier County,20,10,2,4,7,1,3,7,128,6,6,2,9,5,29,3,5,7,9,2,153,126,125,90,118,474,51.0,VA,"Fauquier County, VA",51061.0,Fauquier County,38.744098,-77.821484,68025.0,8.0,35474.0,6.0,4.0,40806.0,381702.0,42855.0,25453.0,384622.0,4909.0,5860.0,23890.0,408699.0,31216.0,4384.0,551361.0,4189.0,975.0,62688800.0,20816738.0,1387844076.0,45104.0,2957.0,59736.0,140264.0,21147.0,150184.0,30314.0,16574.0,3284.0,676756.0,263440.0,SRVC,0.367468941,0.054980794,0.01079549,0.012655217
VA,51063,Floyd County,5,4,8,1,5,1,7,4,10,4,3,3,6,4,2,3,5,5,8,5,15,9,2,2,6,56,51.0,VA,"Floyd County, VA",51063.0,Floyd County,36.931438,-80.350309,15587.0,4.0,4377.0,1.0,4.0,40401.0,86909.0,9867.0,7665.0,54067.0,543.0,244.0,6303.0,27645.0,2487.0,993.0,54381.0,387.0,179.0,7297325.0,1540646.0,149062572.0,36535.0,2395.0,45988.0,49335.0,2973.0,15693.0,2990.0,20740.0,2528.0,78778.0,19497.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
VA,51065,Fluvanna County,1,9,1,9,4,6,4,9,46,2,1,7,1,8,8,8,39,9,4,6,27,21,20,11,20,38,51.0,VA,"Fluvanna County, VA",51065.0,Fluvanna County,37.830571,-78.283479,26046.0,6.0,4970.0,1.0,4.0,40601.0,161221.0,18086.0,10362.0,67279.0,955.0,150.0,9829.0,46599.0,3542.0,564.0,66662.0,515.0,124.0,8611307.0,1613291.0,177051338.0,4231.0,277.0,2666.0,91518.0,3699.0,26452.0,3665.0,2402.0,147.0,92963.0,20417.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
VA,51067,Franklin County,8,7,2,2,6,2,9,9,58,1,6,7,6,5,35,3,30,7,7,24,68,50,53,45,42,275,51.0,VA,"Franklin County, VA",51067.0,Franklin County,36.99115,-79.882663,56230.0,7.0,24043.0,5.0,4.0,40705.0,340748.0,38767.0,28580.0,178035.0,1955.0,384.0,22976.0,145225.0,13074.0,3919.0,235055.0,1675.0,708.0,25934642.0,5005921.0,528519486.0,263715.0,17289.0,518402.0,193428.0,9789.0,82438.0,12924.0,149700.0,28502.0,279977.0,63351.0,RFCW,0.567657687,0.054980794,0.01079549,0.012655217
